georgian,english
მან უნდა დატოვოს.,She needs to leave.
"ტომი ნამდვილად არ სთხოვს, რომ მარია ის გააკეთოს.",Tom definitely won't ask Mary to do that.
შეგიძლია ადრე მოხვიდე დღეს?,Can you come early today?
გეთაყვა ნიღაბი ატარო.,Please wear a mask.
გეთაყვა ნიღაბი ატაროთ.,Please wear a mask.
ჩვენ ერთად გადავწყვიტეთ.,We decide together.
ჩემი მეტსახელია იჩი.,"I go by the nickname ""Itch."""
ისევ შეუყვარდა.,He's fallen in love again.
ყბედი ხარ.,You're a bigmouth.
არავინ წავიდა თომის წვეულებაზე.,No one went to Tom's party.
ლიფტს ნუ გამოიყენებ.,Don't use the elevator.
ლიფტს ნუ გამოიყენებთ.,Don't use the elevator.
მარცხენა ფეხი მტკივა.,My left foot hurts.
ქვეყანა აფასებს პრეზიდენტს.,The country respects the president.
ტიმი ცაციაა.,Tim is a lefty.
ტიმი არის ცაცია.,Tim is a lefty.
ეგ ვაშლია?,Is that an apple?
სად არის პულტი?,Where is the remote control?
ნუ აბანავებ ძაღლს საპნით. შამპუნი გამოიყენე.,Don't wash the dog with soap. Use shampoo.
ეს სახლი აშენდა ერთი წლის წინ.,This house was built a year ago.
ჩემს ძაღლს რეცხავს.,He washes my dog.
